Customer_ID,Customer_Name,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,Segment
CUST-2643,Vivaan Verma,276,1,363.21,2,1,2,5,At Risk
CUST-2645,Aditya Patel,429,1,2988.98,3,1,5,9,Loyal
CUST-2645,Arjun Sharma,448,1,1555.88,4,1,4,9,Loyal
CUST-2645,Kabir Sharma,723,1,530.38,5,1,3,9,Loyal
CUST-2646,Kabir Das,447,1,1296.02,4,1,4,9,Loyal
CUST-2646,Meera Roy,692,1,374.31,5,1,2,8,Developing
CUST-2647,Anaya Sharma,490,2,3009.9399999999996,4,5,5,14,Champions
CUST-2647,Riya Jha,90,1,4802.64,1,1,5,7,Developing
CUST-2649,Meera Singh,72,1,2846.46,1,1,5,7,Developing
CUST-2649,Vivaan Roy,713,1,167.53,5,1,1,7,Developing
CUST-2650,Kabir Sinha,474,1,1508.98,4,1,4,9,Loyal
CUST-2652,Diya Roy,139,1,933.27,1,1,3,5,At Risk
CUST-2652,Kabir Das,375,1,2103.18,3,1,5,9,Loyal
CUST-2653,Aarav Gupta,337,1,509.64,3,1,2,6,Developing
CUST-2653,Meera Singh,258,1,1128.83,2,1,4,7,Developing
CUST-2655,Isha Jha,164,1,1444.13,2,1,4,7,Developing
CUST-2655,Meera Roy,316,1,744.19,3,1,3,7,Developing
CUST-2655,Riya Verma,585,1,117.19,5,1,1,7,Developing
CUST-2656,Aditya Gupta,530,1,1654.64,4,1,4,9,Loyal
CUST-2657,Aditya Jha,456,1,2949.92,4,1,5,10,Loyal
CUST-2657,Arjun Kumar,346,1,333.84,3,1,2,6,Developing
CUST-2658,Arjun Gupta,683,1,485.13,5,1,2,8,Developing
CUST-2658,Arjun Jha,210,1,3222.87,2,1,5,8,Developing
CUST-2658,Kabir Kumar,252,1,990.19,2,1,4,7,Developing
CUST-2660,Aditya Sinha,596,1,875.31,5,1,3,9,Loyal
CUST-2663,Aarav Roy,346,1,517.52,3,1,2,6,Developing
CUST-2663,Diya Jha,98,1,435.26,1,1,2,4,At Risk
CUST-2664,Riya Das,486,1,945.48,4,1,3,8,Developing
CUST-2664,Riya Kumar,380,1,79.54,3,1,1,5,At Risk
CUST-2665,Aditya Roy,96,1,235.78,1,1,1,3,At Risk
CUST-2666,Aarav Patel,442,1,876.16,4,1,3,8,Developing
CUST-2666,Meera Patel,83,1,278.13,1,1,2,4,At Risk
CUST-2667,Aarav Verma,211,1,733.27,2,1,3,6,Developing
CUST-2667,Kabir Verma,496,1,78.98,4,1,1,6,Developing
CUST-2668,Arjun Das,450,1,515.75,4,1,2,7,Developing
CUST-2668,Vivaan Sharma,167,1,1163.37,2,1,4,7,Developing
CUST-2669,Isha Roy,385,1,937.85,3,1,3,7,Developing
CUST-2671,Kabir Das,663,1,956.35,5,1,4,10,Loyal
CUST-2674,Anaya Singh,220,1,315.92,2,1,2,5,At Risk
CUST-2674,Kabir Verma,628,1,1883.97,5,1,4,10,Loyal
CUST-2674,Vivaan Verma,606,1,566.38,5,1,3,9,Loyal
CUST-2675,Diya Patel,216,1,1229.44,2,1,4,7,Developing
CUST-2675,Kabir Kumar,157,1,736.97,2,1,3,6,Developing
CUST-2677,Aditya Das,93,1,521.05,1,1,2,4,At Risk
CUST-2677,Aditya Roy,526,1,570.3,4,1,3,8,Developing
CUST-2677,Kabir Kumar,667,1,1750.48,5,1,4,10,Loyal
CUST-2677,Vivaan Jha,676,1,590.34,5,1,3,9,Loyal
CUST-2678,Aarav Gupta,536,1,624.24,4,1,3,8,Developing
CUST-2678,Aditya Roy,262,1,734.37,2,1,3,6,Developing
CUST-2678,Meera Sharma,177,1,26.56,2,1,1,4,At Risk
CUST-2679,Anaya Kumar,96,1,1482.18,1,1,4,6,Developing
CUST-2680,Aditya Patel,716,1,275.93,5,1,2,8,Developing
CUST-2680,Isha Singh,360,1,587.79,3,1,3,7,Developing
CUST-2681,Vivaan Jha,493,1,1095.69,4,1,4,9,Loyal
CUST-2683,Diya Singh,155,1,3805.2,2,1,5,8,Developing
CUST-2685,Aarav Singh,409,1,530.41,3,1,3,7,Developing
CUST-2685,Diya Das,520,1,1559.39,4,1,4,9,Loyal
CUST-2685,Kabir Jha,471,1,59.03,4,1,1,6,Developing
CUST-2685,Meera Gupta,691,1,2130.25,5,1,5,11,Loyal
CUST-2685,Riya Sharma,458,1,204.94,4,1,1,6,Developing
CUST-2687,Diya Sinha,534,1,1499.15,4,1,4,9,Loyal
CUST-2688,Arjun Patel,233,1,563.42,2,1,3,6,Developing
CUST-2690,Aditya Patel,399,1,401.67,3,1,2,6,Developing
CUST-2690,Kabir Jha,469,1,14.46,4,1,1,6,Developing
CUST-2691,Anaya Gupta,443,1,1221.33,4,1,4,9,Loyal
CUST-2691,Vivaan Roy,645,1,357.61,5,1,2,8,Developing
CUST-2693,Kabir Jha,566,1,422.37,4,1,2,7,Developing
CUST-2695,Diya Roy,94,1,2489.74,1,1,5,7,Developing
CUST-2696,Aditya Gupta,385,1,1527.04,3,1,4,8,Developing
CUST-2696,Kabir Verma,427,1,126.78,3,1,1,5,At Risk
CUST-2698,Arjun Verma,388,1,1825.91,3,1,4,8,Developing
CUST-2698,Isha Sharma,223,1,351.47,2,1,2,5,At Risk
CUST-2699,Aditya Sharma,658,1,170.21,5,1,1,7,Developing
CUST-2700,Arjun Roy,530,1,1744.0,4,1,4,9,Loyal
CUST-2701,Arjun Gupta,237,1,1369.96,2,1,4,7,Developing
CUST-2702,Anaya Roy,333,1,396.49,3,1,2,6,Developing
CUST-2703,Aditya Jha,593,1,1170.82,5,1,4,10,Loyal
CUST-2704,Aditya Verma,419,1,276.74,3,1,2,6,Developing
CUST-2705,Aditya Kumar,495,1,258.6,4,1,2,7,Developing
CUST-2705,Aditya Sharma,320,1,1010.45,3,1,4,8,Developing
CUST-2705,Isha Sharma,17,1,1041.25,1,1,4,6,Developing
CUST-2707,Riya Jha,610,1,1320.23,5,1,4,10,Loyal
CUST-2710,Arjun Patel,203,1,1696.76,2,1,4,7,Developing
CUST-2711,Arjun Verma,723,1,254.78,5,1,2,8,Developing
CUST-2711,Isha Kumar,116,1,1214.0,1,1,4,6,Developing
CUST-2712,Diya Sinha,204,1,2100.85,2,1,5,8,Developing
CUST-2713,Meera Jha,5,1,673.02,1,1,3,5,At Risk
CUST-2715,Kabir Das,89,1,2138.76,1,1,5,7,Developing
CUST-2719,Arjun Sinha,572,1,198.74,4,1,1,6,Developing
CUST-2721,Diya Jha,465,1,2821.16,4,1,5,10,Loyal
CUST-2721,Meera Sinha,278,1,2063.61,2,1,5,8,Developing
CUST-2723,Meera Gupta,297,1,1229.12,3,1,4,8,Developing
CUST-2724,Isha Roy,352,1,81.84,3,1,1,5,At Risk
CUST-2725,Aarav Sinha,101,1,144.24,1,1,1,3,At Risk
CUST-2725,Meera Singh,622,1,3045.07,5,1,5,11,Loyal
CUST-2725,Vivaan Patel,323,1,347.04,3,1,2,6,Developing
CUST-2726,Aarav Sinha,564,1,120.53,4,1,1,6,Developing
CUST-2726,Aditya Sinha,265,1,530.26,2,1,3,6,Developing
CUST-2726,Anaya Singh,587,1,2323.24,5,1,5,11,Loyal
CUST-2726,Isha Singh,532,1,3720.01,4,1,5,10,Loyal
CUST-2728,Aarav Verma,640,1,396.02,5,1,2,8,Developing
CUST-2729,Arjun Sharma,579,1,1101.42,4,1,4,9,Loyal
CUST-2730,Arjun Jha,184,1,277.42,2,1,2,5,At Risk
CUST-2730,Isha Jha,238,1,1706.61,2,1,4,7,Developing
CUST-2730,Riya Verma,656,1,1095.04,5,1,4,10,Loyal
CUST-2731,Anaya Sharma,122,1,1032.19,1,1,4,6,Developing
CUST-2732,Aarav Patel,184,1,59.39,2,1,1,4,At Risk
CUST-2732,Isha Sinha,292,1,90.85,2,1,1,4,At Risk
CUST-2733,Vivaan Singh,260,1,1220.03,2,1,4,7,Developing
CUST-2734,Aarav Sinha,388,1,490.2,3,1,2,6,Developing
CUST-2735,Anaya Gupta,61,1,802.84,1,1,3,5,At Risk
CUST-2735,Riya Das,600,1,237.67,5,1,1,7,Developing
CUST-2737,Aditya Patel,309,1,414.37,3,1,2,6,Developing
CUST-2737,Aditya Roy,398,1,530.73,3,1,3,7,Developing
CUST-2740,Aditya Patel,346,1,479.76,3,1,2,6,Developing
CUST-2740,Isha Singh,385,1,2746.07,3,1,5,9,Loyal
CUST-2740,Meera Verma,244,1,493.52,2,1,2,5,At Risk
CUST-2741,Anaya Verma,280,1,234.65,2,1,1,4,At Risk
CUST-2742,Arjun Das,432,1,607.69,3,1,3,7,Developing
CUST-2743,Anaya Gupta,661,1,213.71,5,1,1,7,Developing
CUST-2743,Arjun Patel,453,1,5058.29,4,1,5,10,Loyal
CUST-2743,Diya Sinha,642,1,3739.34,5,1,5,11,Loyal
CUST-2743,Riya Singh,389,1,979.61,3,1,4,8,Developing
CUST-2744,Arjun Verma,404,1,846.14,3,1,3,7,Developing
CUST-2744,Riya Roy,39,1,453.8,1,1,2,4,At Risk
CUST-2745,Diya Verma,461,1,2914.3,4,1,5,10,Loyal
CUST-2746,Vivaan Patel,87,1,261.75,1,1,2,4,At Risk
CUST-2748,Anaya Roy,343,1,2729.68,3,1,5,9,Loyal
CUST-2749,Arjun Patel,209,1,1878.2,2,1,4,7,Developing
CUST-2749,Arjun Sinha,700,1,1849.89,5,1,4,10,Loyal
CUST-2749,Vivaan Singh,263,1,307.78,2,1,2,5,At Risk
CUST-2750,Anaya Jha,125,1,519.23,1,1,2,4,At Risk
CUST-2750,Isha Verma,449,1,1356.89,4,1,4,9,Loyal
CUST-2750,Meera Gupta,391,1,787.98,3,1,3,7,Developing
CUST-2750,Vivaan Patel,23,1,731.45,1,1,3,5,At Risk
CUST-2751,Aarav Patel,271,1,768.09,2,1,3,6,Developing
CUST-2751,Anaya Sinha,311,1,436.09,3,1,2,6,Developing
CUST-2751,Diya Roy,18,1,956.42,1,1,4,6,Developing
CUST-2752,Arjun Jha,379,1,771.42,3,1,3,7,Developing
CUST-2754,Aditya Sharma,81,1,272.73,1,1,2,4,At Risk
CUST-2754,Anaya Das,250,1,1896.71,2,1,4,7,Developing
CUST-2754,Kabir Roy,326,1,1291.59,3,1,4,8,Developing
CUST-2755,Arjun Roy,78,1,466.87,1,1,2,4,At Risk
CUST-2755,Vivaan Jha,527,1,350.64,4,1,2,7,Developing
CUST-2756,Aarav Das,695,1,429.49,5,1,2,8,Developing
CUST-2756,Riya Patel,250,1,261.75,2,1,2,5,At Risk
CUST-2757,Arjun Gupta,501,1,1710.79,4,1,4,9,Loyal
CUST-2758,Aditya Singh,198,1,1471.89,2,1,4,7,Developing
CUST-2758,Meera Kumar,347,1,1116.17,3,1,4,8,Developing
CUST-2759,Aditya Sinha,143,1,268.83,1,1,2,4,At Risk
CUST-2759,Meera Verma,501,1,2540.83,4,1,5,10,Loyal
CUST-2759,Riya Gupta,113,1,811.8,1,1,3,5,At Risk
CUST-2760,Meera Sinha,403,1,1001.13,3,1,4,8,Developing
CUST-2762,Diya Verma,579,1,1659.61,4,1,4,9,Loyal
CUST-2762,Meera Patel,45,1,66.7,1,1,1,3,At Risk
CUST-2762,Vivaan Kumar,335,1,1307.22,3,1,4,8,Developing
CUST-2763,Meera Roy,546,1,1280.09,4,1,4,9,Loyal
CUST-2763,Riya Jha,207,1,1077.48,2,1,4,7,Developing
CUST-2764,Arjun Jha,683,1,3936.88,5,1,5,11,Loyal
CUST-2764,Vivaan Das,135,1,1268.93,1,1,4,6,Developing
CUST-2765,Riya Verma,254,1,65.92,2,1,1,4,At Risk
CUST-2767,Riya Roy,72,1,129.32,1,1,1,3,At Risk
CUST-2769,Diya Singh,83,1,1070.52,1,1,4,6,Developing
CUST-2771,Arjun Verma,419,1,372.76,3,1,2,6,Developing
CUST-2772,Vivaan Gupta,129,1,276.75,1,1,2,4,At Risk
CUST-2772,Vivaan Patel,226,1,992.88,2,1,4,7,Developing
CUST-2773,Vivaan Patel,322,1,368.62,3,1,2,6,Developing
CUST-2774,Aarav Verma,398,1,254.56,3,1,2,6,Developing
CUST-2774,Aditya Das,212,1,926.97,2,1,3,6,Developing
CUST-2775,Aarav Patel,376,1,104.35,3,1,1,5,At Risk
CUST-2775,Arjun Sharma,684,1,16.72,5,1,1,7,Developing
CUST-2777,Aditya Sinha,439,1,137.54,4,1,1,6,Developing
CUST-2777,Meera Singh,401,1,108.86,3,1,1,5,At Risk
CUST-2778,Kabir Das,531,1,579.41,4,1,3,8,Developing
CUST-2780,Anaya Kumar,459,1,362.61,4,1,2,7,Developing
CUST-2780,Arjun Das,471,1,622.7,4,1,3,8,Developing
CUST-2780,Kabir Kumar,414,1,277.55,3,1,2,6,Developing
CUST-2780,Vivaan Patel,560,1,153.99,4,1,1,6,Developing
CUST-2781,Aarav Singh,31,1,696.33,1,1,3,5,At Risk
CUST-2781,Arjun Roy,673,1,5267.86,5,1,5,11,Loyal
CUST-2783,Aarav Patel,411,1,295.95,3,1,2,6,Developing
CUST-2783,Diya Sinha,301,1,908.47,3,1,3,7,Developing
CUST-2784,Aarav Singh,536,1,1880.81,4,1,4,9,Loyal
CUST-2784,Kabir Das,162,1,3316.57,2,1,5,8,Developing
CUST-2785,Vivaan Sinha,527,1,426.28,4,1,2,7,Developing
CUST-2787,Anaya Jha,373,1,1092.69,3,1,4,8,Developing
CUST-2789,Vivaan Das,502,1,457.64,4,1,2,7,Developing
CUST-2790,Meera Patel,548,1,278.8,4,1,2,7,Developing
CUST-2790,Riya Roy,11,1,1188.66,1,1,4,6,Developing
CUST-2791,Aditya Verma,461,1,1807.04,4,2,4,10,Loyal
CUST-2793,Arjun Singh,141,1,698.74,1,2,3,6,Developing
CUST-2793,Kabir Kumar,455,1,654.91,4,2,3,9,Loyal
CUST-2793,Riya Patel,579,1,339.38,4,2,2,8,Developing
CUST-2794,Aditya Gupta,278,1,471.75,2,2,2,6,Developing
CUST-2794,Anaya Das,658,1,231.85,5,2,1,8,Developing
CUST-2794,Riya Patel,112,1,136.9,1,2,1,4,At Risk
CUST-2795,Aditya Patel,644,1,3461.47,5,2,5,12,Champions
CUST-2795,Anaya Sinha,305,1,2873.31,3,2,5,10,Loyal
CUST-2796,Diya Gupta,36,1,5572.07,1,2,5,8,Developing
CUST-2796,Vivaan Verma,59,1,858.35,1,2,3,6,Developing
CUST-2797,Anaya Das,615,1,117.28,5,2,1,8,Developing
CUST-2797,Anaya Singh,419,1,100.46,3,2,1,6,Developing
CUST-2797,Meera Sharma,670,1,662.87,5,2,3,10,Loyal
CUST-2800,Anaya Gupta,76,1,83.04,1,2,1,4,At Risk
CUST-2803,Aditya Das,619,1,1171.04,5,2,4,11,Loyal
CUST-2805,Aarav Das,210,1,3026.13,2,2,5,9,Loyal
CUST-2805,Vivaan Sharma,297,1,2076.88,3,2,5,10,Loyal
CUST-2806,Anaya Sharma,29,1,85.61,1,2,1,4,At Risk
CUST-2806,Meera Verma,110,1,1281.41,1,2,4,7,Developing
CUST-2809,Aditya Kumar,277,1,1430.66,2,2,4,8,Developing
CUST-2809,Diya Verma,542,1,617.19,4,2,3,9,Loyal
CUST-2809,Riya Roy,615,1,852.85,5,2,3,10,Loyal
CUST-2810,Isha Sinha,149,1,204.98,2,2,1,5,At Risk
CUST-2811,Aditya Gupta,527,1,568.73,4,2,3,9,Loyal
CUST-2811,Vivaan Singh,595,1,132.88,5,2,1,8,Developing
CUST-2813,Anaya Jha,163,1,731.9,2,2,3,7,Developing
CUST-2813,Isha Patel,648,1,6.81,5,2,1,8,Developing
CUST-2813,Meera Verma,5,1,826.71,1,2,3,6,Developing
CUST-2814,Aarav Jha,613,1,561.02,5,2,3,10,Loyal
CUST-2814,Anaya Gupta,709,1,1167.14,5,2,4,11,Loyal
CUST-2814,Kabir Gupta,181,1,3251.9,2,2,5,9,Loyal
CUST-2816,Aditya Das,160,1,1596.63,2,2,4,8,Developing
CUST-2816,Arjun Verma,425,1,658.33,3,2,3,8,Developing
CUST-2817,Aditya Sinha,8,1,1598.71,1,2,4,7,Developing
CUST-2817,Kabir Patel,597,1,759.75,5,2,3,10,Loyal
CUST-2818,Aarav Das,405,1,1941.74,3,2,5,10,Loyal
CUST-2819,Arjun Das,322,1,146.22,3,2,1,6,Developing
CUST-2819,Riya Sharma,431,1,1499.42,3,2,4,9,Loyal
CUST-2820,Aditya Gupta,189,1,2156.36,2,2,5,9,Loyal
CUST-2820,Vivaan Sinha,463,1,2742.47,4,2,5,11,Loyal
CUST-2821,Vivaan Das,82,1,615.6,1,2,3,6,Developing
CUST-2822,Riya Sinha,646,1,265.71,5,2,2,9,Loyal
CUST-2822,Vivaan Patel,562,1,430.86,4,2,2,8,Developing
CUST-2822,Vivaan Sharma,79,1,141.42,1,2,1,4,At Risk
CUST-2823,Anaya Das,729,1,834.24,5,2,3,10,Loyal
CUST-2823,Meera Das,68,1,476.27,1,2,2,5,At Risk
CUST-2824,Isha Kumar,62,1,1759.28,1,2,4,7,Developing
CUST-2825,Isha Roy,211,1,581.88,2,2,3,7,Developing
CUST-2828,Arjun Patel,674,1,275.14,5,2,2,9,Loyal
CUST-2829,Arjun Sinha,276,1,1466.37,2,2,4,8,Developing
CUST-2829,Riya Roy,287,1,2000.01,2,2,5,9,Loyal
CUST-2830,Kabir Kumar,484,1,274.06,4,2,2,8,Developing
CUST-2831,Arjun Jha,426,1,990.28,3,2,4,9,Loyal
CUST-2833,Anaya Patel,214,1,584.96,2,2,3,7,Developing
CUST-2833,Arjun Verma,669,1,280.97,5,2,2,9,Loyal
CUST-2835,Arjun Singh,255,1,1708.15,2,2,4,8,Developing
CUST-2835,Vivaan Kumar,545,1,1948.85,4,2,5,11,Loyal
CUST-2838,Aarav Kumar,392,1,141.34,3,2,1,6,Developing
CUST-2838,Anaya Sharma,472,1,252.36,4,2,2,8,Developing
CUST-2838,Isha Das,225,1,417.62,2,2,2,6,Developing
CUST-2838,Riya Jha,630,1,285.65,5,2,2,9,Loyal
CUST-2839,Kabir Roy,138,1,1351.58,1,2,4,7,Developing
CUST-2841,Kabir Gupta,321,1,3395.2,3,2,5,10,Loyal
CUST-2843,Meera Das,184,1,602.8,2,2,3,7,Developing
CUST-2844,Riya Kumar,283,1,150.6,2,2,1,5,At Risk
CUST-2846,Vivaan Sinha,323,1,375.37,3,2,2,7,Developing
CUST-2847,Aarav Patel,450,1,1166.06,4,2,4,10,Loyal
CUST-2847,Meera Verma,129,1,42.0,1,2,1,4,At Risk
CUST-2848,Arjun Das,492,1,912.65,4,2,3,9,Loyal
CUST-2849,Isha Singh,455,1,774.98,4,2,3,9,Loyal
CUST-2850,Riya Verma,298,1,856.01,3,2,3,8,Developing
CUST-2851,Arjun Das,570,1,630.21,4,2,3,9,Loyal
CUST-2852,Aditya Sharma,525,1,557.32,4,2,3,9,Loyal
CUST-2852,Anaya Das,186,1,118.24,2,2,1,5,At Risk
CUST-2854,Diya Roy,467,1,129.37,4,2,1,7,Developing
CUST-2854,Meera Roy,169,1,2781.73,2,2,5,9,Loyal
CUST-2855,Aditya Singh,303,1,85.34,3,2,1,6,Developing
CUST-2857,Kabir Verma,678,1,195.52,5,2,1,8,Developing
CUST-2858,Anaya Jha,656,1,95.67,5,2,1,8,Developing
CUST-2858,Isha Gupta,447,1,517.83,4,2,2,8,Developing
CUST-2861,Isha Sharma,525,1,1209.26,4,2,4,10,Loyal
CUST-2861,Meera Jha,238,1,401.81,2,2,2,6,Developing
CUST-2862,Aarav Jha,110,1,1530.07,1,2,4,7,Developing
CUST-2862,Riya Singh,170,1,109.62,2,2,1,5,At Risk
CUST-2865,Meera Das,279,1,524.28,2,2,2,6,Developing
CUST-2866,Aarav Singh,530,1,1753.49,4,2,4,10,Loyal
CUST-2866,Diya Singh,108,1,1965.41,1,2,5,8,Developing
CUST-2867,Diya Kumar,325,1,364.57,3,2,2,7,Developing
CUST-2870,Arjun Sinha,70,1,209.62,1,2,1,4,At Risk
CUST-2871,Isha Gupta,32,1,1652.9,1,2,4,7,Developing
CUST-2872,Aditya Sinha,383,1,1226.31,3,2,4,9,Loyal
CUST-2872,Isha Singh,480,1,428.35,4,2,2,8,Developing
CUST-2874,Anaya Sharma,556,1,286.03,4,2,2,8,Developing
CUST-2874,Arjun Sharma,360,1,355.59,3,2,2,7,Developing
CUST-2874,Isha Das,696,1,1739.79,5,2,4,11,Loyal
CUST-2875,Anaya Das,90,1,2406.17,1,2,5,8,Developing
CUST-2875,Anaya Verma,121,1,1966.09,1,2,5,8,Developing
CUST-2875,Kabir Das,15,1,2068.1,1,2,5,8,Developing
CUST-2875,Kabir Patel,348,1,157.82,3,2,1,6,Developing
CUST-2876,Arjun Das,227,1,513.79,2,2,2,6,Developing
CUST-2877,Riya Kumar,707,1,382.44,5,2,2,9,Loyal
CUST-2877,Riya Patel,545,1,1578.22,4,2,4,10,Loyal
CUST-2877,Vivaan Jha,212,1,1916.52,2,2,4,8,Developing
CUST-2878,Diya Sharma,347,1,2040.68,3,2,5,10,Loyal
CUST-2878,Isha Verma,150,1,988.21,2,2,4,8,Developing
CUST-2878,Meera Verma,101,1,773.9,1,2,3,6,Developing
CUST-2878,Riya Singh,727,1,1691.23,5,2,4,11,Loyal
CUST-2879,Kabir Verma,123,1,281.83,1,2,2,5,At Risk
CUST-2880,Aarav Singh,210,1,863.75,2,2,3,7,Developing
CUST-2880,Arjun Roy,666,1,162.4,5,2,1,8,Developing
CUST-2881,Isha Patel,322,1,4026.3,3,2,5,10,Loyal
CUST-2882,Arjun Patel,701,1,271.8,5,2,2,9,Loyal
CUST-2882,Diya Jha,210,1,489.25,2,2,2,6,Developing
CUST-2883,Riya Singh,323,1,69.67,3,2,1,6,Developing
CUST-2884,Meera Kumar,95,1,39.66,1,2,1,4,At Risk
CUST-2886,Meera Sharma,307,1,233.68,3,2,1,6,Developing
CUST-2887,Aarav Sinha,601,1,348.37,5,2,2,9,Loyal
CUST-2887,Kabir Jha,75,1,250.03,1,2,2,5,At Risk
CUST-2887,Riya Sharma,447,1,483.71,4,2,2,8,Developing
CUST-2888,Aarav Singh,401,1,1999.54,3,2,5,10,Loyal
CUST-2888,Aditya Das,510,1,721.72,4,2,3,9,Loyal
CUST-2888,Meera Das,106,1,116.9,1,2,1,4,At Risk
CUST-2888,Riya Jha,162,1,822.35,2,2,3,7,Developing
CUST-2889,Aditya Jha,602,1,3356.53,5,2,5,12,Champions
CUST-2890,Meera Jha,621,1,3700.67,5,2,5,12,Champions
CUST-2891,Arjun Patel,154,1,1513.06,2,2,4,8,Developing
CUST-2892,Isha Sinha,611,1,1224.05,5,2,4,11,Loyal
CUST-2895,Riya Sharma,530,1,66.31,4,2,1,7,Developing
CUST-2896,Aarav Kumar,15,1,411.82,1,2,2,5,At Risk
CUST-2896,Aditya Singh,249,1,594.63,2,2,3,7,Developing
CUST-2896,Arjun Jha,191,1,2978.5,2,2,5,9,Loyal
CUST-2896,Diya Das,271,1,854.3,2,2,3,7,Developing
CUST-2896,Riya Verma,290,1,1229.23,2,2,4,8,Developing
CUST-2898,Kabir Verma,26,1,249.95,1,2,2,5,At Risk
CUST-2900,Diya Gupta,128,1,375.76,1,2,2,5,At Risk
CUST-2901,Aarav Patel,196,1,221.57,2,2,1,5,At Risk
CUST-2901,Arjun Sinha,693,1,1435.46,5,2,4,11,Loyal
CUST-2902,Aarav Sharma,204,1,2641.73,2,2,5,9,Loyal
CUST-2902,Aditya Jha,414,1,1138.74,3,2,4,9,Loyal
CUST-2902,Aditya Patel,683,1,1349.95,5,2,4,11,Loyal
CUST-2902,Diya Roy,128,1,868.66,1,2,3,6,Developing
CUST-2903,Anaya Sharma,139,1,1221.56,1,2,4,7,Developing
CUST-2903,Meera Sharma,48,1,419.57,1,2,2,5,At Risk
CUST-2904,Riya Jha,174,1,1951.15,2,2,5,9,Loyal
CUST-2904,Riya Patel,309,1,198.26,3,2,1,6,Developing
CUST-2906,Anaya Gupta,12,1,1228.7,1,2,4,7,Developing
CUST-2906,Meera Gupta,568,1,3755.81,4,2,5,11,Loyal
CUST-2910,Arjun Das,308,1,160.42,3,2,1,6,Developing
CUST-2911,Kabir Verma,67,1,2625.7,1,2,5,8,Developing
CUST-2912,Vivaan Gupta,251,1,107.42,2,2,1,5,At Risk
CUST-2914,Meera Gupta,644,1,439.04,5,2,2,9,Loyal
CUST-2915,Aarav Patel,394,1,1956.84,3,2,5,10,Loyal
CUST-2915,Kabir Patel,473,1,3403.86,4,2,5,11,Loyal
CUST-2916,Arjun Patel,469,1,250.03,4,2,2,8,Developing
CUST-2917,Vivaan Jha,117,1,314.7,1,2,2,5,At Risk
CUST-2917,Vivaan Sinha,622,1,120.68,5,2,1,8,Developing
CUST-2918,Aarav Sharma,506,1,2134.19,4,2,5,11,Loyal
CUST-2920,Aditya Gupta,380,1,167.44,3,2,1,6,Developing
CUST-2920,Kabir Roy,396,1,2191.16,3,2,5,10,Loyal
CUST-2922,Anaya Gupta,658,1,1835.03,5,2,4,11,Loyal
CUST-2923,Diya Jha,260,1,3999.14,2,2,5,9,Loyal
CUST-2923,Kabir Roy,659,1,1527.75,5,2,4,11,Loyal
CUST-2924,Isha Sinha,205,1,284.92,2,2,2,6,Developing
CUST-2927,Aditya Sharma,445,1,3147.86,4,2,5,11,Loyal
CUST-2928,Arjun Sinha,533,1,2340.49,4,2,5,11,Loyal
CUST-2930,Diya Kumar,460,1,390.38,4,2,2,8,Developing
CUST-2931,Arjun Gupta,664,1,108.72,5,2,1,8,Developing
CUST-2932,Arjun Kumar,206,1,373.67,2,2,2,6,Developing
CUST-2932,Meera Patel,629,1,1524.6,5,2,4,11,Loyal
CUST-2932,Riya Kumar,346,1,1106.27,3,2,4,9,Loyal
CUST-2934,Riya Gupta,241,1,1807.51,2,2,4,8,Developing
CUST-2935,Meera Jha,3,1,683.69,1,2,3,6,Developing
CUST-2937,Aarav Das,135,1,228.72,1,2,1,4,At Risk
CUST-2941,Meera Sinha,85,1,1867.49,1,2,4,7,Developing
CUST-2941,Riya Patel,630,1,982.7,5,2,4,11,Loyal
CUST-2942,Aditya Singh,384,1,693.09,3,2,3,8,Developing
CUST-2942,Kabir Patel,458,1,2465.86,4,2,5,11,Loyal
CUST-2943,Anaya Roy,185,1,800.62,2,2,3,7,Developing
CUST-2943,Vivaan Das,484,1,3935.5,4,2,5,11,Loyal
CUST-2944,Arjun Kumar,278,1,368.18,2,2,2,6,Developing
CUST-2944,Riya Jha,629,1,182.17,5,2,1,8,Developing
CUST-2944,Vivaan Jha,506,1,3944.68,4,2,5,11,Loyal
CUST-2945,Isha Das,272,1,220.08,2,2,1,5,At Risk
CUST-2945,Isha Patel,611,1,2448.79,5,2,5,12,Champions
CUST-2946,Meera Gupta,689,1,445.98,5,2,2,9,Loyal
CUST-2946,Meera Singh,366,1,2163.68,3,2,5,10,Loyal
CUST-2948,Aarav Patel,570,1,427.05,4,2,2,8,Developing
CUST-2948,Riya Sharma,331,1,615.58,3,2,3,8,Developing
CUST-2949,Aarav Verma,400,1,38.72,3,2,1,6,Developing
CUST-2950,Isha Das,651,1,5051.28,5,2,5,12,Champions
CUST-2951,Diya Sharma,284,1,1277.68,2,2,4,8,Developing
CUST-2952,Anaya Roy,716,1,858.86,5,2,3,10,Loyal
CUST-2952,Meera Singh,322,1,553.53,3,2,3,8,Developing
CUST-2953,Arjun Jha,671,1,530.91,5,2,3,10,Loyal
CUST-2955,Aarav Singh,726,1,3185.24,5,2,5,12,Champions
CUST-2956,Arjun Jha,653,1,2339.68,5,2,5,12,Champions
CUST-2957,Isha Sinha,497,1,195.45,4,2,1,7,Developing
CUST-2958,Diya Roy,225,1,517.79,2,2,2,6,Developing
CUST-2958,Riya Patel,195,1,382.62,2,2,2,6,Developing
